07/31 11:21:48 PM | Logger is set 
08/01 03:01:33 PM | Train: [23/200] Step 130/380 Loss 4.877 Prec@(1,5) (97.5%, 99.7%)
08/01 03:01:38 PM | Train: [23/200] Step 140/380 Loss 4.893 Prec@(1,5) (97.5%, 99.7%)
08/01 03:01:44 PM | Train: [23/200] Step 150/380 Loss 4.914 Prec@(1,5) (97.4%, 99.7%)
08/01 03:01:51 PM | Train: [23/200] Step 160/380 Loss 4.941 Prec@(1,5) (97.3%, 99.7%)
08/01 03:01:58 PM | Train: [23/200] Step 170/380 Loss 4.936 Prec@(1,5) (97.3%, 99.7%)
08/01 03:02:03 PM | Train: [23/200] Step 180/380 Loss 4.939 Prec@(1,5) (97.2%, 99.7%)
08/01 03:02:09 PM | Train: [23/200] Step 190/380 Loss 4.943 Prec@(1,5) (97.2%, 99.6%)
08/01 03:02:15 PM | Train: [23/200] Step 200/380 Loss 4.937 Prec@(1,5) (97.2%, 99.6%)
08/01 03:02:23 PM | Train: [23/200] Step 210/380 Loss 4.946 Prec@(1,5) (97.1%, 99.7%)
08/01 03:02:31 PM | Train: [23/200] Step 220/380 Loss 4.947 Prec@(1,5) (97.1%, 99.7%)
08/01 03:02:38 PM | Train: [23/200] Step 230/380 Loss 4.943 Prec@(1,5) (97.1%, 99.7%)
08/01 03:02:45 PM | Train: [23/200] Step 240/380 Loss 4.947 Prec@(1,5) (97.1%, 99.7%)
08/01 03:02:52 PM | Train: [23/200] Step 250/380 Loss 4.965 Prec@(1,5) (97.1%, 99.7%)
08/01 03:02:59 PM | Train: [23/200] Step 260/380 Loss 4.954 Prec@(1,5) (97.1%, 99.7%)
08/01 03:03:05 PM | Train: [23/200] Step 270/380 Loss 4.932 Prec@(1,5) (97.2%, 99.7%)
08/01 03:03:12 PM | Train: [23/200] Step 280/380 Loss 4.959 Prec@(1,5) (97.1%, 99.7%)
08/01 03:03:19 PM | Train: [23/200] Step 290/380 Loss 4.968 Prec@(1,5) (97.1%, 99.7%)
08/01 03:03:26 PM | Train: [23/200] Step 300/380 Loss 4.970 Prec@(1,5) (97.1%, 99.6%)
08/01 03:03:34 PM | Train: [23/200] Step 310/380 Loss 4.979 Prec@(1,5) (97.1%, 99.6%)
08/01 03:03:40 PM | Train: [23/200] Step 320/380 Loss 4.993 Prec@(1,5) (97.0%, 99.6%)
08/01 03:03:52 PM | Train: [23/200] Step 330/380 Loss 4.987 Prec@(1,5) (97.0%, 99.6%)
08/01 03:04:01 PM | Train: [23/200] Step 340/380 Loss 4.992 Prec@(1,5) (97.1%, 99.6%)
08/01 03:04:10 PM | Train: [23/200] Step 350/380 Loss 4.994 Prec@(1,5) (97.1%, 99.6%)
08/01 03:04:17 PM | Train: [23/200] Step 360/380 Loss 4.983 Prec@(1,5) (97.1%, 99.6%)
08/01 03:04:24 PM | Train: [23/200] Step 370/380 Loss 4.993 Prec@(1,5) (97.0%, 99.6%)
08/01 03:04:32 PM | Train: [23/200] Step 380/380 Loss 4.997 Prec@(1,5) (97.0%, 99.6%)
08/01 03:04:32 PM | Train: [23/200] Final Prec@1 97.0312%
08/01 03:05:41 PM | Valid: [23/200] Step 000/023 Loss 10.553 Prec@(1,5) (78.1%, 100.0%)
08/01 03:05:48 PM | Valid: [23/200] Step 010/023 Loss 9.479 Prec@(1,5) (85.5%, 95.2%)
08/01 03:05:56 PM | Valid: [23/200] Step 020/023 Loss 9.162 Prec@(1,5) (85.4%, 94.8%)
08/01 03:06:01 PM | Valid: [23/200] Final Prec@1 85.7337%, Prec@5 94.8370%, Prec@10 97.2826%
08/01 03:06:01 PM | Final best Prec@1 = 85.7337%
08/01 03:07:43 PM | Train: [24/200] Step 010/380 Loss 4.114 Prec@(1,5) (99.1%, 100.0%)
08/01 03:07:51 PM | Train: [24/200] Step 020/380 Loss 3.977 Prec@(1,5) (98.9%, 100.0%)
08/01 03:07:59 PM | Train: [24/200] Step 030/380 Loss 4.080 Prec@(1,5) (98.5%, 100.0%)
08/01 03:08:07 PM | Train: [24/200] Step 040/380 Loss 4.153 Prec@(1,5) (98.2%, 99.9%)
08/01 03:08:16 PM | Train: [24/200] Step 050/380 Loss 4.080 Prec@(1,5) (98.4%, 99.9%)
08/01 03:08:24 PM | Train: [24/200] Step 060/380 Loss 4.124 Prec@(1,5) (98.4%, 99.9%)
08/01 03:08:32 PM | Train: [24/200] Step 070/380 Loss 4.150 Prec@(1,5) (98.3%, 100.0%)
08/01 03:08:41 PM | Train: [24/200] Step 080/380 Loss 4.161 Prec@(1,5) (98.2%, 99.9%)
08/01 03:08:49 PM | Train: [24/200] Step 090/380 Loss 4.156 Prec@(1,5) (98.3%, 99.9%)
08/01 03:08:58 PM | Train: [24/200] Step 100/380 Loss 4.213 Prec@(1,5) (98.3%, 99.9%)
08/01 03:09:09 PM | Train: [24/200] Step 110/380 Loss 4.300 Prec@(1,5) (98.2%, 99.9%)
08/01 03:09:17 PM | Train: [24/200] Step 120/380 Loss 4.274 Prec@(1,5) (98.3%, 99.9%)
08/01 03:09:25 PM | Train: [24/200] Step 130/380 Loss 4.267 Prec@(1,5) (98.2%, 99.9%)
08/01 03:09:33 PM | Train: [24/200] Step 140/380 Loss 4.276 Prec@(1,5) (98.2%, 99.9%)
08/01 03:09:43 PM | Train: [24/200] Step 150/380 Loss 4.293 Prec@(1,5) (98.1%, 99.9%)
08/01 03:09:52 PM | Train: [24/200] Step 160/380 Loss 4.330 Prec@(1,5) (98.0%, 99.9%)
08/01 03:10:01 PM | Train: [24/200] Step 170/380 Loss 4.333 Prec@(1,5) (98.1%, 99.9%)
08/01 03:10:15 PM | Train: [24/200] Step 180/380 Loss 4.369 Prec@(1,5) (98.0%, 99.9%)
08/01 03:10:26 PM | Train: [24/200] Step 190/380 Loss 4.384 Prec@(1,5) (98.1%, 99.9%)
08/01 03:10:37 PM | Train: [24/200] Step 200/380 Loss 4.400 Prec@(1,5) (98.0%, 99.8%)
08/01 03:10:47 PM | Train: [24/200] Step 210/380 Loss 4.418 Prec@(1,5) (98.0%, 99.8%)
08/01 03:10:55 PM | Train: [24/200] Step 220/380 Loss 4.448 Prec@(1,5) (97.9%, 99.8%)
08/01 03:11:03 PM | Train: [24/200] Step 230/380 Loss 4.458 Prec@(1,5) (97.9%, 99.8%)
08/01 03:11:13 PM | Train: [24/200] Step 240/380 Loss 4.478 Prec@(1,5) (97.8%, 99.8%)
08/01 03:11:18 PM | Train: [24/200] Step 250/380 Loss 4.491 Prec@(1,5) (97.9%, 99.8%)
08/01 03:11:25 PM | Train: [24/200] Step 260/380 Loss 4.504 Prec@(1,5) (97.8%, 99.8%)
08/01 03:11:33 PM | Train: [24/200] Step 270/380 Loss 4.516 Prec@(1,5) (97.8%, 99.8%)
08/01 03:11:41 PM | Train: [24/200] Step 280/380 Loss 4.521 Prec@(1,5) (97.8%, 99.8%)
08/01 03:11:48 PM | Train: [24/200] Step 290/380 Loss 4.535 Prec@(1,5) (97.8%, 99.8%)
08/01 03:11:56 PM | Train: [24/200] Step 300/380 Loss 4.555 Prec@(1,5) (97.8%, 99.8%)
08/01 03:12:03 PM | Train: [24/200] Step 310/380 Loss 4.575 Prec@(1,5) (97.8%, 99.8%)
08/01 03:12:12 PM | Train: [24/200] Step 320/380 Loss 4.580 Prec@(1,5) (97.8%, 99.8%)
08/01 03:12:21 PM | Train: [24/200] Step 330/380 Loss 4.596 Prec@(1,5) (97.8%, 99.8%)
08/01 03:12:30 PM | Train: [24/200] Step 340/380 Loss 4.620 Prec@(1,5) (97.7%, 99.8%)
08/01 03:12:39 PM | Train: [24/200] Step 350/380 Loss 4.631 Prec@(1,5) (97.7%, 99.8%)
08/01 03:12:47 PM | Train: [24/200] Step 360/380 Loss 4.634 Prec@(1,5) (97.7%, 99.8%)
08/01 03:12:57 PM | Train: [24/200] Step 370/380 Loss 4.642 Prec@(1,5) (97.7%, 99.8%)
08/01 03:13:04 PM | Train: [24/200] Step 380/380 Loss 4.640 Prec@(1,5) (97.7%, 99.8%)
08/01 03:13:04 PM | Train: [24/200] Final Prec@1 97.7220%
08/01 03:14:10 PM | Valid: [24/200] Step 000/023 Loss 8.562 Prec@(1,5) (84.4%, 100.0%)
08/01 03:14:17 PM | Valid: [24/200] Step 010/023 Loss 8.702 Prec@(1,5) (83.2%, 95.2%)
08/01 03:14:24 PM | Valid: [24/200] Step 020/023 Loss 8.321 Prec@(1,5) (85.3%, 95.1%)
08/01 03:14:25 PM | Valid: [24/200] Final Prec@1 85.1902%, Prec@5 95.1087%, Prec@10 97.6902%
08/01 03:14:25 PM | Final best Prec@1 = 85.7337%
08/01 03:16:21 PM | Train: [25/200] Step 010/380 Loss 3.853 Prec@(1,5) (98.8%, 100.0%)
08/01 03:16:31 PM | Train: [25/200] Step 020/380 Loss 4.028 Prec@(1,5) (98.8%, 100.0%)
08/01 03:16:41 PM | Train: [25/200] Step 030/380 Loss 4.236 Prec@(1,5) (98.4%, 99.6%)
08/01 03:16:51 PM | Train: [25/200] Step 040/380 Loss 4.182 Prec@(1,5) (98.3%, 99.7%)
08/01 03:17:02 PM | Train: [25/200] Step 050/380 Loss 4.186 Prec@(1,5) (98.4%, 99.7%)
08/01 03:17:13 PM | Train: [25/200] Step 060/380 Loss 4.075 Prec@(1,5) (98.5%, 99.7%)
08/01 03:17:22 PM | Train: [25/200] Step 070/380 Loss 4.019 Prec@(1,5) (98.5%, 99.8%)
08/01 03:17:32 PM | Train: [25/200] Step 080/380 Loss 4.050 Prec@(1,5) (98.6%, 99.8%)
08/01 03:17:43 PM | Train: [25/200] Step 090/380 Loss 4.068 Prec@(1,5) (98.5%, 99.8%)
08/01 03:17:53 PM | Train: [25/200] Step 100/380 Loss 4.062 Prec@(1,5) (98.5%, 99.8%)
08/01 03:18:02 PM | Train: [25/200] Step 110/380 Loss 4.059 Prec@(1,5) (98.5%, 99.8%)
08/01 03:18:12 PM | Train: [25/200] Step 120/380 Loss 4.074 Prec@(1,5) (98.4%, 99.8%)
08/01 03:18:22 PM | Train: [25/200] Step 130/380 Loss 4.114 Prec@(1,5) (98.4%, 99.8%)
08/01 03:18:33 PM | Train: [25/200] Step 140/380 Loss 4.141 Prec@(1,5) (98.2%, 99.8%)
08/01 03:18:42 PM | Train: [25/200] Step 150/380 Loss 4.153 Prec@(1,5) (98.2%, 99.8%)
08/01 03:18:53 PM | Train: [25/200] Step 160/380 Loss 4.147 Prec@(1,5) (98.1%, 99.8%)
08/01 03:19:04 PM | Train: [25/200] Step 170/380 Loss 4.142 Prec@(1,5) (98.1%, 99.8%)
08/01 03:19:13 PM | Train: [25/200] Step 180/380 Loss 4.152 Prec@(1,5) (98.1%, 99.8%)
08/01 03:19:23 PM | Train: [25/200] Step 190/380 Loss 4.173 Prec@(1,5) (98.1%, 99.8%)
08/01 03:19:33 PM | Train: [25/200] Step 200/380 Loss 4.175 Prec@(1,5) (98.1%, 99.8%)
08/01 03:19:43 PM | Train: [25/200] Step 210/380 Loss 4.174 Prec@(1,5) (98.1%, 99.8%)
08/01 03:19:56 PM | Train: [25/200] Step 220/380 Loss 4.184 Prec@(1,5) (98.1%, 99.8%)
08/01 03:20:05 PM | Train: [25/200] Step 230/380 Loss 4.185 Prec@(1,5) (98.2%, 99.8%)
08/01 03:20:17 PM | Train: [25/200] Step 240/380 Loss 4.217 Prec@(1,5) (98.1%, 99.8%)
08/01 03:20:26 PM | Train: [25/200] Step 250/380 Loss 4.240 Prec@(1,5) (98.1%, 99.8%)
08/01 03:20:35 PM | Train: [25/200] Step 260/380 Loss 4.250 Prec@(1,5) (98.0%, 99.8%)
08/01 03:20:43 PM | Train: [25/200] Step 270/380 Loss 4.276 Prec@(1,5) (98.0%, 99.8%)
08/01 03:20:51 PM | Train: [25/200] Step 280/380 Loss 4.286 Prec@(1,5) (98.1%, 99.8%)
08/01 03:20:59 PM | Train: [25/200] Step 290/380 Loss 4.292 Prec@(1,5) (98.1%, 99.8%)
08/01 03:21:08 PM | Train: [25/200] Step 300/380 Loss 4.306 Prec@(1,5) (98.1%, 99.8%)
08/01 03:21:15 PM | Train: [25/200] Step 310/380 Loss 4.328 Prec@(1,5) (98.1%, 99.8%)
08/01 03:21:22 PM | Train: [25/200] Step 320/380 Loss 4.338 Prec@(1,5) (98.1%, 99.8%)
08/01 03:21:29 PM | Train: [25/200] Step 330/380 Loss 4.340 Prec@(1,5) (98.0%, 99.8%)
08/01 03:21:36 PM | Train: [25/200] Step 340/380 Loss 4.348 Prec@(1,5) (98.0%, 99.8%)
08/01 03:21:42 PM | Train: [25/200] Step 350/380 Loss 4.336 Prec@(1,5) (98.0%, 99.8%)
08/01 03:21:49 PM | Train: [25/200] Step 360/380 Loss 4.344 Prec@(1,5) (98.0%, 99.8%)
08/01 03:21:55 PM | Train: [25/200] Step 370/380 Loss 4.341 Prec@(1,5) (98.0%, 99.8%)
08/01 03:22:02 PM | Train: [25/200] Step 380/380 Loss 4.348 Prec@(1,5) (98.0%, 99.8%)
08/01 03:22:03 PM | Train: [25/200] Final Prec@1 98.0263%
08/01 03:23:00 PM | Valid: [25/200] Step 000/023 Loss 7.773 Prec@(1,5) (90.6%, 100.0%)
08/01 03:23:05 PM | Valid: [25/200] Step 010/023 Loss 8.453 Prec@(1,5) (87.5%, 95.5%)
08/01 03:23:10 PM | Valid: [25/200] Step 020/023 Loss 8.253 Prec@(1,5) (86.6%, 94.6%)
08/01 03:23:11 PM | Valid: [25/200] Final Prec@1 86.1413%, Prec@5 94.2935%, Prec@10 96.8750%
08/01 03:23:11 PM | Final best Prec@1 = 86.1413%
08/01 03:24:14 PM | Train: [26/200] Step 010/380 Loss 3.559 Prec@(1,5) (99.1%, 100.0%)
08/01 03:24:23 PM | Train: [26/200] Step 020/380 Loss 3.578 Prec@(1,5) (98.8%, 100.0%)
08/01 03:24:31 PM | Train: [26/200] Step 030/380 Loss 3.701 Prec@(1,5) (98.9%, 100.0%)
08/01 03:24:40 PM | Train: [26/200] Step 040/380 Loss 3.706 Prec@(1,5) (98.6%, 99.8%)
08/01 03:24:48 PM | Train: [26/200] Step 050/380 Loss 3.805 Prec@(1,5) (98.4%, 99.9%)
08/01 03:24:56 PM | Train: [26/200] Step 060/380 Loss 3.802 Prec@(1,5) (98.4%, 99.9%)
08/01 03:25:06 PM | Train: [26/200] Step 070/380 Loss 3.703 Prec@(1,5) (98.5%, 99.9%)
08/01 03:25:14 PM | Train: [26/200] Step 080/380 Loss 3.787 Prec@(1,5) (98.5%, 99.9%)
08/01 03:25:23 PM | Train: [26/200] Step 090/380 Loss 3.808 Prec@(1,5) (98.5%, 99.9%)
08/01 03:25:31 PM | Train: [26/200] Step 100/380 Loss 3.847 Prec@(1,5) (98.5%, 99.9%)
08/01 03:25:40 PM | Train: [26/200] Step 110/380 Loss 3.840 Prec@(1,5) (98.5%, 99.9%)
08/01 03:25:48 PM | Train: [26/200] Step 120/380 Loss 3.850 Prec@(1,5) (98.6%, 99.9%)
08/01 03:25:56 PM | Train: [26/200] Step 130/380 Loss 3.853 Prec@(1,5) (98.6%, 99.9%)
08/01 03:26:05 PM | Train: [26/200] Step 140/380 Loss 3.867 Prec@(1,5) (98.7%, 99.9%)
08/01 03:26:13 PM | Train: [26/200] Step 150/380 Loss 3.869 Prec@(1,5) (98.7%, 99.9%)
08/01 03:26:22 PM | Train: [26/200] Step 160/380 Loss 3.865 Prec@(1,5) (98.7%, 99.9%)
08/01 03:26:30 PM | Train: [26/200] Step 170/380 Loss 3.904 Prec@(1,5) (98.6%, 99.9%)
08/01 03:26:38 PM | Train: [26/200] Step 180/380 Loss 3.903 Prec@(1,5) (98.6%, 99.9%)
08/01 03:26:47 PM | Train: [26/200] Step 190/380 Loss 3.924 Prec@(1,5) (98.5%, 99.9%)
08/01 03:26:54 PM | Train: [26/200] Step 200/380 Loss 3.912 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:02 PM | Train: [26/200] Step 210/380 Loss 3.925 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:11 PM | Train: [26/200] Step 220/380 Loss 3.939 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:20 PM | Train: [26/200] Step 230/380 Loss 3.955 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:28 PM | Train: [26/200] Step 240/380 Loss 3.973 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:36 PM | Train: [26/200] Step 250/380 Loss 3.999 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:45 PM | Train: [26/200] Step 260/380 Loss 4.006 Prec@(1,5) (98.6%, 99.9%)
08/01 03:27:53 PM | Train: [26/200] Step 270/380 Loss 4.011 Prec@(1,5) (98.6%, 99.9%)
08/01 03:28:02 PM | Train: [26/200] Step 280/380 Loss 4.035 Prec@(1,5) (98.5%, 99.9%)
08/01 03:28:10 PM | Train: [26/200] Step 290/380 Loss 4.039 Prec@(1,5) (98.6%, 99.9%)
08/01 03:28:18 PM | Train: [26/200] Step 300/380 Loss 4.054 Prec@(1,5) (98.5%, 99.9%)
08/01 03:28:28 PM | Train: [26/200] Step 310/380 Loss 4.056 Prec@(1,5) (98.5%, 99.9%)
08/01 03:28:35 PM | Train: [26/200] Step 320/380 Loss 4.079 Prec@(1,5) (98.5%, 99.9%)
08/01 03:28:44 PM | Train: [26/200] Step 330/380 Loss 4.080 Prec@(1,5) (98.5%, 99.9%)
08/01 03:28:52 PM | Train: [26/200] Step 340/380 Loss 4.088 Prec@(1,5) (98.5%, 99.9%)
08/01 03:29:00 PM | Train: [26/200] Step 350/380 Loss 4.087 Prec@(1,5) (98.4%, 99.8%)
08/01 03:29:08 PM | Train: [26/200] Step 360/380 Loss 4.089 Prec@(1,5) (98.4%, 99.8%)
08/01 03:29:14 PM | Train: [26/200] Step 370/380 Loss 4.099 Prec@(1,5) (98.4%, 99.8%)
08/01 03:29:20 PM | Train: [26/200] Step 380/380 Loss 4.103 Prec@(1,5) (98.4%, 99.8%)
08/01 03:29:20 PM | Train: [26/200] Final Prec@1 98.3635%
08/01 03:30:45 PM | Valid: [26/200] Step 000/023 Loss 10.291 Prec@(1,5) (87.5%, 96.9%)
08/01 03:30:51 PM | Valid: [26/200] Step 010/023 Loss 9.227 Prec@(1,5) (86.6%, 95.2%)
08/01 03:30:57 PM | Valid: [26/200] Step 020/023 Loss 8.836 Prec@(1,5) (86.5%, 94.9%)
08/01 03:31:01 PM | Valid: [26/200] Final Prec@1 86.2772%, Prec@5 94.7011%, Prec@10 97.2826%
08/01 03:31:02 PM | Final best Prec@1 = 86.2772%
08/01 03:32:13 PM | Train: [27/200] Step 010/380 Loss 3.557 Prec@(1,5) (98.8%, 100.0%)
08/01 03:32:23 PM | Train: [27/200] Step 020/380 Loss 3.627 Prec@(1,5) (98.9%, 99.8%)
08/01 03:32:31 PM | Train: [27/200] Step 030/380 Loss 3.492 Prec@(1,5) (98.9%, 99.9%)
08/01 03:32:40 PM | Train: [27/200] Step 040/380 Loss 3.407 Prec@(1,5) (98.9%, 99.9%)
08/01 03:32:48 PM | Train: [27/200] Step 050/380 Loss 3.420 Prec@(1,5) (98.8%, 99.9%)
08/01 03:32:57 PM | Train: [27/200] Step 060/380 Loss 3.329 Prec@(1,5) (99.0%, 99.9%)
08/01 03:33:06 PM | Train: [27/200] Step 070/380 Loss 3.397 Prec@(1,5) (98.9%, 99.9%)
08/01 03:33:14 PM | Train: [27/200] Step 080/380 Loss 3.389 Prec@(1,5) (98.9%, 99.9%)
08/01 03:33:22 PM | Train: [27/200] Step 090/380 Loss 3.406 Prec@(1,5) (98.9%, 99.9%)
08/01 03:33:31 PM | Train: [27/200] Step 100/380 Loss 3.426 Prec@(1,5) (98.9%, 99.9%)
08/01 03:33:40 PM | Train: [27/200] Step 110/380 Loss 3.454 Prec@(1,5) (98.9%, 99.9%)
08/01 03:33:48 PM | Train: [27/200] Step 120/380 Loss 3.487 Prec@(1,5) (98.9%, 99.9%)
08/01 03:33:57 PM | Train: [27/200] Step 130/380 Loss 3.491 Prec@(1,5) (98.8%, 100.0%)
08/01 03:34:06 PM | Train: [27/200] Step 140/380 Loss 3.508 Prec@(1,5) (98.7%, 100.0%)
08/01 03:34:14 PM | Train: [27/200] Step 150/380 Loss 3.551 Prec@(1,5) (98.7%, 100.0%)
08/01 03:34:22 PM | Train: [27/200] Step 160/380 Loss 3.587 Prec@(1,5) (98.7%, 100.0%)
08/01 03:34:30 PM | Train: [27/200] Step 170/380 Loss 3.609 Prec@(1,5) (98.6%, 100.0%)
08/01 03:34:39 PM | Train: [27/200] Step 180/380 Loss 3.612 Prec@(1,5) (98.6%, 99.9%)
08/01 03:34:47 PM | Train: [27/200] Step 190/380 Loss 3.633 Prec@(1,5) (98.6%, 99.9%)
08/01 03:34:55 PM | Train: [27/200] Step 200/380 Loss 3.638 Prec@(1,5) (98.7%, 99.9%)
08/01 03:35:05 PM | Train: [27/200] Step 210/380 Loss 3.646 Prec@(1,5) (98.7%, 99.9%)
08/01 03:35:13 PM | Train: [27/200] Step 220/380 Loss 3.656 Prec@(1,5) (98.7%, 99.9%)
08/01 03:35:21 PM | Train: [27/200] Step 230/380 Loss 3.665 Prec@(1,5) (98.7%, 99.9%)
08/01 03:35:30 PM | Train: [27/200] Step 240/380 Loss 3.691 Prec@(1,5) (98.6%, 99.9%)
08/01 03:35:38 PM | Train: [27/200] Step 250/380 Loss 3.689 Prec@(1,5) (98.7%, 99.9%)
08/01 03:35:46 PM | Train: [27/200] Step 260/380 Loss 3.691 Prec@(1,5) (98.7%, 99.9%)
08/01 03:35:57 PM | Train: [27/200] Step 270/380 Loss 3.724 Prec@(1,5) (98.6%, 99.9%)
08/01 03:36:07 PM | Train: [27/200] Step 280/380 Loss 3.738 Prec@(1,5) (98.5%, 99.9%)
08/01 03:36:17 PM | Train: [27/200] Step 290/380 Loss 3.748 Prec@(1,5) (98.6%, 99.9%)
08/01 03:36:27 PM | Train: [27/200] Step 300/380 Loss 3.744 Prec@(1,5) (98.6%, 99.9%)
08/01 03:36:38 PM | Train: [27/200] Step 310/380 Loss 3.756 Prec@(1,5) (98.6%, 99.9%)
08/01 03:36:48 PM | Train: [27/200] Step 320/380 Loss 3.767 Prec@(1,5) (98.6%, 99.9%)
08/01 03:36:58 PM | Train: [27/200] Step 330/380 Loss 3.778 Prec@(1,5) (98.6%, 99.9%)
08/01 03:37:09 PM | Train: [27/200] Step 340/380 Loss 3.788 Prec@(1,5) (98.5%, 99.9%)
08/01 03:37:19 PM | Train: [27/200] Step 350/380 Loss 3.790 Prec@(1,5) (98.6%, 99.9%)
08/01 03:37:30 PM | Train: [27/200] Step 360/380 Loss 3.787 Prec@(1,5) (98.6%, 99.9%)
08/01 03:37:39 PM | Train: [27/200] Step 370/380 Loss 3.777 Prec@(1,5) (98.6%, 99.9%)
08/01 03:37:48 PM | Train: [27/200] Step 380/380 Loss 3.785 Prec@(1,5) (98.6%, 99.9%)
08/01 03:37:48 PM | Train: [27/200] Final Prec@1 98.5691%
08/01 03:39:07 PM | Valid: [27/200] Step 000/023 Loss 9.399 Prec@(1,5) (84.4%, 93.8%)
08/01 03:39:13 PM | Valid: [27/200] Step 010/023 Loss 8.689 Prec@(1,5) (86.6%, 95.5%)
08/01 03:39:20 PM | Valid: [27/200] Step 020/023 Loss 8.377 Prec@(1,5) (87.2%, 95.1%)
08/01 03:39:22 PM | Valid: [27/200] Final Prec@1 86.8207%, Prec@5 95.1087%, Prec@10 97.2826%
08/01 03:39:23 PM | Final best Prec@1 = 86.8207%
08/01 03:40:45 PM | Train: [28/200] Step 010/380 Loss 3.231 Prec@(1,5) (98.8%, 100.0%)
08/01 03:40:53 PM | Train: [28/200] Step 020/380 Loss 3.224 Prec@(1,5) (99.2%, 100.0%)
08/01 03:41:01 PM | Train: [28/200] Step 030/380 Loss 3.304 Prec@(1,5) (99.0%, 100.0%)
08/01 03:41:17 PM | Train: [28/200] Step 040/380 Loss 3.267 Prec@(1,5) (99.1%, 100.0%)
08/01 03:41:27 PM | Train: [28/200] Step 050/380 Loss 3.285 Prec@(1,5) (99.1%, 100.0%)
08/01 03:41:35 PM | Train: [28/200] Step 060/380 Loss 3.218 Prec@(1,5) (99.2%, 100.0%)
08/01 03:41:43 PM | Train: [28/200] Step 070/380 Loss 3.257 Prec@(1,5) (99.2%, 100.0%)
08/01 03:41:52 PM | Train: [28/200] Step 080/380 Loss 3.308 Prec@(1,5) (99.1%, 100.0%)
08/01 03:42:00 PM | Train: [28/200] Step 090/380 Loss 3.311 Prec@(1,5) (99.2%, 100.0%)
08/01 03:42:09 PM | Train: [28/200] Step 100/380 Loss 3.324 Prec@(1,5) (99.2%, 100.0%)
08/01 03:42:17 PM | Train: [28/200] Step 110/380 Loss 3.328 Prec@(1,5) (99.1%, 100.0%)
08/01 03:42:25 PM | Train: [28/200] Step 120/380 Loss 3.354 Prec@(1,5) (99.1%, 100.0%)
08/01 03:42:33 PM | Train: [28/200] Step 130/380 Loss 3.334 Prec@(1,5) (99.0%, 100.0%)
08/01 03:42:42 PM | Train: [28/200] Step 140/380 Loss 3.314 Prec@(1,5) (99.0%, 100.0%)
08/01 03:42:51 PM | Train: [28/200] Step 150/380 Loss 3.319 Prec@(1,5) (99.0%, 100.0%)
08/01 03:42:59 PM | Train: [28/200] Step 160/380 Loss 3.329 Prec@(1,5) (99.0%, 100.0%)
08/01 03:43:07 PM | Train: [28/200] Step 170/380 Loss 3.349 Prec@(1,5) (99.0%, 100.0%)
08/01 03:43:16 PM | Train: [28/200] Step 180/380 Loss 3.347 Prec@(1,5) (99.0%, 100.0%)
08/01 03:43:24 PM | Train: [28/200] Step 190/380 Loss 3.365 Prec@(1,5) (99.0%, 100.0%)
08/01 03:43:32 PM | Train: [28/200] Step 200/380 Loss 3.387 Prec@(1,5) (99.0%, 100.0%)
08/01 03:43:41 PM | Train: [28/200] Step 210/380 Loss 3.405 Prec@(1,5) (98.9%, 100.0%)
08/01 03:43:50 PM | Train: [28/200] Step 220/380 Loss 3.419 Prec@(1,5) (98.9%, 100.0%)
08/01 03:43:58 PM | Train: [28/200] Step 230/380 Loss 3.430 Prec@(1,5) (98.9%, 100.0%)
08/01 03:44:07 PM | Train: [28/200] Step 240/380 Loss 3.449 Prec@(1,5) (98.9%, 99.9%)
08/01 03:44:17 PM | Train: [28/200] Step 250/380 Loss 3.473 Prec@(1,5) (98.8%, 99.9%)
08/01 03:44:24 PM | Train: [28/200] Step 260/380 Loss 3.512 Prec@(1,5) (98.8%, 99.9%)
08/01 03:44:32 PM | Train: [28/200] Step 270/380 Loss 3.534 Prec@(1,5) (98.8%, 99.9%)
08/01 03:44:40 PM | Train: [28/200] Step 280/380 Loss 3.535 Prec@(1,5) (98.8%, 99.9%)
08/01 03:44:49 PM | Train: [28/200] Step 290/380 Loss 3.558 Prec@(1,5) (98.8%, 99.9%)
08/01 03:44:57 PM | Train: [28/200] Step 300/380 Loss 3.584 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:06 PM | Train: [28/200] Step 310/380 Loss 3.598 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:15 PM | Train: [28/200] Step 320/380 Loss 3.607 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:23 PM | Train: [28/200] Step 330/380 Loss 3.620 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:31 PM | Train: [28/200] Step 340/380 Loss 3.618 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:40 PM | Train: [28/200] Step 350/380 Loss 3.615 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:48 PM | Train: [28/200] Step 360/380 Loss 3.613 Prec@(1,5) (98.8%, 99.9%)
08/01 03:45:55 PM | Train: [28/200] Step 370/380 Loss 3.602 Prec@(1,5) (98.9%, 99.9%)
